id,host_id_fk,listings_group
PAS0084700455,95164877,4-9 listing Hosts
PAS8501341018,95164877,4-9 listing Hosts
ELY4047936145,38927060,Single-listing Hosts
PAS6393654809,95164877,4-9 listing Hosts
PAS6712817394,95164877,4-9 listing Hosts
BUT1987265042,68880512,Single-listing Hosts
VAU2707545619,74754618,4-9 listing Hosts
OBS9956585509,75955173,2-3 listing Hosts
MEN3609146747,58601932,Single-listing Hosts
BOU5997863743,74492909,Single-listing Hosts
BOU6740164725,17329928,Single-listing Hosts
BUT5941446844,79957898,Single-listing Hosts
VAU0488362989,86091551,Single-listing Hosts
ELY9922838517,11344909,2-3 listing Hosts
HOT6616220349,90758554,Single-listing Hosts
VAU6282915476,47082364,Single-listing Hosts
HOT8848068841,45966175,2-3 listing Hosts
REU9389736819,42321345,Single-listing Hosts
BUT2829079141,26921225,Single-listing Hosts
BUT3027929705,39739443,Single-listing Hosts
BOU3318229092,25623384,10+ listing Hosts
VAU4752555965,95077700,Single-listing Hosts
ELY6284092456,92954369,Single-listing Hosts
VAU8748970139,32265872,4-9 listing Hosts
MEN2784833412,92133334,Single-listing Hosts
VAU6109234777,52090222,4-9 listing Hosts
ENT4407063977,95588167,Single-listing Hosts
POP9262720133,32095614,2-3 listing Hosts
VAU3103858698,89659481,2-3 listing Hosts
OBS8813302052,80266309,Single-listing Hosts
REU0647207709,20025462,Single-listing Hosts
BUT0624175655,81447487,10+ listing Hosts
OBS5668087904,12267318,Single-listing Hosts
TEM8829601666,56301920,Single-listing Hosts
MEN3577337330,47141808,Single-listing Hosts
BAT7382581567,87866196,Single-listing Hosts
BUT7523863540,99835426,Single-listing Hosts
BAT2770818553,78657050,Single-listing Hosts
BUT1681005068,94696223,Single-listing Hosts
PAN6159456750,97797212,2-3 listing Hosts
BUT7754277628,67075938,Single-listing Hosts
POP1746690591,19612676,Single-listing Hosts
TEM7293529005,61085121,4-9 listing Hosts
PAL1934570472,22464036,Single-listing Hosts
PAS2511288573,8919930,Single-listing Hosts
POP1031277323,97315394,Single-listing Hosts
PAN2709600175,59490503,Single-listing Hosts
VAU0880628158,51245301,Single-listing Hosts
PAN4806217535,20302714,4-9 listing Hosts
PAN9142981131,20302714,4-9 listing Hosts
PAN8978039252,20302714,4-9 listing Hosts
LOU6571228852,11620520,10+ listing Hosts
HOT9105246412,25500037,Single-listing Hosts
GOB2671328594,75012707,Single-listing Hosts
PAN1082597295,20302714,4-9 listing Hosts
ELY6625545758,33749274,Single-listing Hosts
PAN0527229089,52425383,Single-listing Hosts
OPE4219085232,98657116,Single-listing Hosts
PAS0979467351,51989531,Single-listing Hosts
PAL6210914896,26445162,4-9 listing Hosts
MEN4015240093,184520,Single-listing Hosts
PAN1883888664,4683239,Single-listing Hosts
MEN5024313650,41734384,2-3 listing Hosts
VAU7760541955,84418370,Single-listing Hosts
PAL6967196890,11620520,10+ listing Hosts
BAT7728419036,69357783,Single-listing Hosts
MEN6315356181,62715248,Single-listing Hosts
MEN3876550246,11776609,2-3 listing Hosts
ENT3869552284,34392136,10+ listing Hosts
OBS6908944396,19293033,2-3 listing Hosts
OPE7006466997,20971624,Single-listing Hosts
LOU6225470695,5630233,Single-listing Hosts
PAN2455189848,21761660,Single-listing Hosts
VAU8465212432,98704707,Single-listing Hosts
VAU2634953206,95487367,Single-listing Hosts
BUT7167022297,44230095,Single-listing Hosts
LOU0126117752,11620520,10+ listing Hosts
LOU9887804834,11620520,10+ listing Hosts
MEN5401585227,51987273,Single-listing Hosts
OBS8436355247,84183187,10+ listing Hosts
LOU7530862848,42451551,Single-listing Hosts
TEM7377995189,95415547,Single-listing Hosts
BOU6705698165,47407212,Single-listing Hosts
BAT8375604305,64900764,Single-listing Hosts
PAN3257123540,11932449,2-3 listing Hosts
VAU2959262354,52090222,4-9 listing Hosts
PAN2113359087,96075829,Single-listing Hosts
REU4367449001,16351833,Single-listing Hosts
HOT6758094346,11508826,Single-listing Hosts
PAN5736645730,50871802,10+ listing Hosts
OPE6272076956,40868702,Single-listing Hosts
VAU7753975544,52090222,4-9 listing Hosts
PAN4562424649,76891623,10+ listing Hosts
VAU0708629628,91428099,2-3 listing Hosts
ELY1869770960,88725370,2-3 listing Hosts
ENT5030360463,67695338,Single-listing Hosts
ENT6728487220,51994285,Single-listing Hosts
VAU4411748925,40711649,Single-listing Hosts
BUT7137268394,486193,Single-listing Hosts
POP5089745454,63573485,Single-listing Hosts
BUT5345529698,37348055,Single-listing Hosts
BOU9237609852,27532160,Single-listing Hosts
BUT9247311865,65332384,2-3 listing Hosts
REU9487728502,54089453,Single-listing Hosts
BAT5280805680,17886572,Single-listing Hosts
PAS6956960628,77643681,Single-listing Hosts
PAL2149005812,94316336,Single-listing Hosts
ENT9340671059,6179184,Single-listing Hosts
MEN2270013331,90491215,Single-listing Hosts
BUT1157258409,79788137,Single-listing Hosts
POP8607472275,5862795,Single-listing Hosts
BUT4790287471,95522136,Single-listing Hosts
OBS8450199210,68291604,Single-listing Hosts
ENT1241762501,57456407,Single-listing Hosts
PAS3912258147,85927713,2-3 listing Hosts
PAS7834707010,85927713,2-3 listing Hosts
PAN0092997225,68086733,Single-listing Hosts
VAU8466154159,52266867,Single-listing Hosts
BUT4768563302,16874966,Single-listing Hosts
PAN7620684739,23556792,Single-listing Hosts
BUT4684599741,4090128,Single-listing Hosts
POP2787627857,39694233,Single-listing Hosts
BUT9031672549,23647631,Single-listing Hosts
HOT9688462433,28071901,2-3 listing Hosts
ENT7690216364,95047207,2-3 listing Hosts
GOB2473808759,47703745,Single-listing Hosts
BAT0230087223,67508376,Single-listing Hosts
BAT2858081305,35480166,Single-listing Hosts
TEM5940660286,66865502,4-9 listing Hosts
BUT0829921454,17940392,Single-listing Hosts
BUT0494320384,87382653,Single-listing Hosts
VAU0751165760,27741961,Single-listing Hosts
VAU3939830031,9751794,Single-listing Hosts
BAT9715547748,59272242,Single-listing Hosts
PAN2114933822,30056232,Single-listing Hosts
POP7831227535,79537299,Single-listing Hosts
BUT7477058536,5008442,Single-listing Hosts
LUX2911449824,7574546,Single-listing Hosts
ENT7273833980,75269450,4-9 listing Hosts
BUT4772373346,66262427,Single-listing Hosts
ENT9776222311,75269450,4-9 listing Hosts
ENT8390612316,75269450,4-9 listing Hosts
ELY7423432924,57608187,10+ listing Hosts
ELY9465560494,5386257,Single-listing Hosts
MEN3638073268,1232582,Single-listing Hosts
MEN3251765842,42841499,Single-listing Hosts
BUT3551144826,59216100,10+ listing Hosts
LUX1021971275,54385128,2-3 listing Hosts
REU8747623210,50871802,10+ listing Hosts
BUT6148803292,48029538,Single-listing Hosts
REU1918243447,63362561,Single-listing Hosts
POP8716220536,91650400,10+ listing Hosts
BAT3609494443,47825772,Single-listing Hosts
BOU5070929533,74519809,10+ listing Hosts
PAS2573026946,13313088,Single-listing Hosts
OPE0466666154,47862544,Single-listing Hosts
LOU3596925851,40114058,2-3 listing Hosts
OBS7393091735,22999566,Single-listing Hosts
TEM0145684153,56311942,Single-listing Hosts
ENT9120910179,93592951,Single-listing Hosts
LOU1076446991,40114058,2-3 listing Hosts
OBS3992108627,98459531,2-3 listing Hosts
POP5510750295,12338427,Single-listing Hosts
TEM3276667722,27482366,2-3 listing Hosts
OBS5191888035,65795199,Single-listing Hosts
BUT9947240000,19877358,Single-listing Hosts
TEM6527880154,66437176,Single-listing Hosts
MEN0797744010,9924632,Single-listing Hosts
REU4951898628,29673576,Single-listing Hosts
ENT4758986825,75269450,4-9 listing Hosts
MEN5436145632,4633545,Single-listing Hosts
BAT0794926621,44566231,Single-listing Hosts
PAS3884188493,22862884,Single-listing Hosts
POP6694991251,66694875,2-3 listing Hosts
BOU2686123143,53013201,2-3 listing Hosts
PAN5776337767,66708554,Single-listing Hosts
POP2616882027,92405114,Single-listing Hosts
REU5647913934,96003170,Single-listing Hosts
BAT0498333406,11574984,Single-listing Hosts
LOU2600368489,11620520,10+ listing Hosts
POP9983078044,26995179,Single-listing Hosts
POP8373900709,66107083,Single-listing Hosts
GOB3592215658,79420724,Single-listing Hosts
BAT1242061828,26834250,2-3 listing Hosts
BOU5735886090,67517405,Single-listing Hosts
POP4746767956,19943684,2-3 listing Hosts
TEM9298642260,35569646,Single-listing Hosts
BUT6951103449,13672481,Single-listing Hosts
PAN0742267806,69924648,2-3 listing Hosts
LOU0178441135,66578966,Single-listing Hosts
BOU9013244389,17414571,Single-listing Hosts
MEN8143118400,29853383,2-3 listing Hosts
PAS0426253374,72900180,Single-listing Hosts
POP5694135893,76324288,2-3 listing Hosts
GOB0790447651,68162160,Single-listing Hosts
BUT9431160120,46301823,4-9 listing Hosts
ENT6943268117,145639,Single-listing Hosts
VAU7072900767,57064816,2-3 listing Hosts
TEM2483057101,90386511,Single-listing Hosts
PAL1898290744,72396569,Single-listing Hosts
PAN7469466016,95077875,Single-listing Hosts
VAU9256214598,21974031,Single-listing Hosts
PAS8201392071,43535291,Single-listing Hosts
REU4209164754,93575029,Single-listing Hosts
GOB0866350200,58042645,10+ listing Hosts
ENT9491642257,86763590,2-3 listing Hosts
VAU4422693929,21453303,2-3 listing Hosts
POP7812094309,55851864,2-3 listing Hosts
PAS3078096597,43297520,10+ listing Hosts
TEM4436502563,88529174,Single-listing Hosts
OBS2919980093,71273103,Single-listing Hosts
TEM7818937185,57166870,Single-listing Hosts
POP6441230179,2612773,Single-listing Hosts
PAN1844120750,15277985,Single-listing Hosts
BUT8362254812,59297250,Single-listing Hosts
PAS1998173447,41392104,Single-listing Hosts
MEN6749882521,28026198,Single-listing Hosts
HOT2508088254,30831666,Single-listing Hosts
MEN1959784544,30206857,Single-listing Hosts
PAN7580227410,75344020,Single-listing Hosts
VAU1333621868,13710659,Single-listing Hosts
MEN5048314633,62836956,2-3 listing Hosts
BAT9929123311,8113354,Single-listing Hosts
REU5322173558,59216100,10+ listing Hosts
BUT8825550171,54004505,Single-listing Hosts
PAS7625057592,37566567,2-3 listing Hosts
REU9830588754,72757399,Single-listing Hosts
BAT1460030055,57985131,Single-listing Hosts
BUT6976062444,62383228,2-3 listing Hosts
OPE5795727646,99520775,Single-listing Hosts
POP9580937148,54472663,Single-listing Hosts
BUT6904781452,93779942,Single-listing Hosts
PAL1118081159,57608187,10+ listing Hosts
MEN7884642901,72745539,2-3 listing Hosts
BUT5527331041,95441582,Single-listing Hosts
POP0285332441,20018567,Single-listing Hosts
PAL2715452925,18757033,10+ listing Hosts
BUT1207879790,14289962,Single-listing Hosts
BUT4688731945,38443497,Single-listing Hosts
ENT2169716724,70402017,Single-listing Hosts
VAU6604219297,30631853,Single-listing Hosts
BAT8320650390,8582771,Single-listing Hosts
BUT2837012876,4248331,Single-listing Hosts
TEM2835432568,13646585,Single-listing Hosts
MEN6168995410,60547895,2-3 listing Hosts
TEM8561322573,10435197,Single-listing Hosts
PAS4520906907,39840146,Single-listing Hosts
PAS5086044990,38963715,Single-listing Hosts
BAT2702660168,13447273,Single-listing Hosts
OPE6393586551,18193155,4-9 listing Hosts
BAT5772955259,83351075,Single-listing Hosts
OBS3298669410,78883853,Single-listing Hosts
MEN0297928505,74559442,Single-listing Hosts
BUT2733458278,13998148,Single-listing Hosts
PAS1353058778,94394642,10+ listing Hosts
MEN8101565277,84078932,2-3 listing Hosts
POP9095143539,22917613,Single-listing Hosts
BAT2901898838,68199881,10+ listing Hosts
ENT4191749291,55349240,Single-listing Hosts
BUT0080601296,44685541,Single-listing Hosts
POP6195499401,3359017,Single-listing Hosts
OPE9078356683,78466593,Single-listing Hosts
GOB4149053098,12564777,Single-listing Hosts
POP1511062592,95466632,Single-listing Hosts
LUX9267172195,83875666,2-3 listing Hosts
POP8317640824,60111700,2-3 listing Hosts
PAN9588916204,76281555,Single-listing Hosts
PAS3905913482,72450656,2-3 listing Hosts
BUT9054162322,77924638,Single-listing Hosts
HOT0377496883,65480514,Single-listing Hosts
BOU2545120446,72872855,Single-listing Hosts
BAT2978311015,61740131,Single-listing Hosts
BUT7283179949,60724186,Single-listing Hosts
PAL2183021295,57608187,10+ listing Hosts
OPE1803836017,91114685,Single-listing Hosts
VAU8660274240,88582334,Single-listing Hosts
GOB6315171576,41157868,Single-listing Hosts
BUT2590331252,43405479,Single-listing Hosts
MEN4163674922,93764434,Single-listing Hosts
ENT0577853585,62466346,Single-listing Hosts
BAT3838447192,75367082,Single-listing Hosts
BOU1144005152,79355202,Single-listing Hosts
TEM6264070906,76747819,2-3 listing Hosts
POP5397231399,64496863,Single-listing Hosts
POP1262824864,38623925,Single-listing Hosts
PAN5276054031,77514285,10+ listing Hosts
ENT8216627846,88038259,4-9 listing Hosts
REU2702441160,75304983,Single-listing Hosts
BUT1642254800,48850085,Single-listing Hosts
LUX1412171402,93290610,Single-listing Hosts
VAU2462432297,25829041,Single-listing Hosts
PAS0736477086,43297520,10+ listing Hosts
MEN6390008542,21816581,Single-listing Hosts
ENT4816183620,75942227,2-3 listing Hosts
MEN7014775395,64912205,2-3 listing Hosts
POP1165417627,44273109,Single-listing Hosts
POP7668844142,64912205,2-3 listing Hosts
POP6683667029,64912205,2-3 listing Hosts
BUT1446435938,22837347,Single-listing Hosts
ENT4286817579,55828320,4-9 listing Hosts
REU6220728275,87321600,Single-listing Hosts
BUT6739713171,79186246,Single-listing Hosts
BAT7531965320,38792941,Single-listing Hosts
POP1110864071,34392136,10+ listing Hosts
POP0322161675,50964448,Single-listing Hosts
LUX7153723468,575600,Single-listing Hosts
BUT6829118201,815095,Single-listing Hosts
BUT3491058936,31197122,Single-listing Hosts
PAN3552606557,40740854,Single-listing Hosts
LUX0301220911,83104212,Single-listing Hosts
TEM5775134368,42840697,Single-listing Hosts
BAT3397703215,92710394,Single-listing Hosts
PAL1778281535,17241874,Single-listing Hosts
TEM5288754990,21518223,Single-listing Hosts
BOU9149912954,38213695,Single-listing Hosts
TEM6763953781,16364396,Single-listing Hosts
MEN4260590313,21294887,Single-listing Hosts
ELY2106358041,43405115,4-9 listing Hosts
POP0004320394,86414632,Single-listing Hosts
TEM1081854474,30136389,Single-listing Hosts
OBS1046501115,17789505,2-3 listing Hosts
BUT1080247347,29736649,Single-listing Hosts
MEN7518451533,65563987,Single-listing Hosts
VAU5834472910,64373289,Single-listing Hosts
ELY7593811036,43405115,4-9 listing Hosts
HOT3121281367,85345457,Single-listing Hosts
GOB0842553694,55787021,Single-listing Hosts
BAT2101931708,88840557,2-3 listing Hosts
LOU0416975992,82964965,Single-listing Hosts
POP1019576196,23718271,Single-listing Hosts
REU6494981300,30320715,Single-listing Hosts
PAS3899428632,35560405,2-3 listing Hosts
ENT0040790177,94444753,2-3 listing Hosts
OPE3845700029,90568207,Single-listing Hosts
PAN2555782046,40562416,Single-listing Hosts
ENT8063948101,40825593,Single-listing Hosts
POP8646562108,74397472,Single-listing Hosts
TEM9715174642,80358069,10+ listing Hosts
POP4765707460,50475161,Single-listing Hosts
LOU4761823224,36818224,10+ listing Hosts
BUT4642304366,98297730,Single-listing Hosts
BUT3957839166,34180200,2-3 listing Hosts
TEM6641937225,60316111,Single-listing Hosts
VAU3877685063,56567206,Single-listing Hosts
GOB6415419726,64879762,2-3 listing Hosts
BUT5129204511,61099358,Single-listing Hosts
MEN4609485857,84421238,Single-listing Hosts
GOB1617837655,12078665,Single-listing Hosts
BUT4826945527,64031243,Single-listing Hosts
BUT5151458423,15924520,Single-listing Hosts
POP5702035319,98486587,Single-listing Hosts
REU4394902478,63196005,Single-listing Hosts
MEN9693149222,79338557,2-3 listing Hosts
PAS5634516496,72450656,2-3 listing Hosts
BOU6372935941,39129709,Single-listing Hosts
BOU1053850176,78086267,Single-listing Hosts
POP2153230831,4920028,Single-listing Hosts
ENT0829397495,16167399,Single-listing Hosts
OPE3569406280,29794786,Single-listing Hosts
VAU6820516734,3410872,2-3 listing Hosts
TEM2288345820,87758877,Single-listing Hosts
PAS5495734411,45369396,Single-listing Hosts
LOU7470382294,93929008,4-9 listing Hosts
BUT6081140852,48639500,Single-listing Hosts
LOU1521021360,17830998,2-3 listing Hosts
GOB4487964226,24967623,2-3 listing Hosts
HOT2054472833,20822141,4-9 listing Hosts
PAS8692488294,63940844,Single-listing Hosts
HOT0080885782,20822141,4-9 listing Hosts
BAT5281356202,55390319,Single-listing Hosts
OBS5860241995,16171588,2-3 listing Hosts
ENT1844953173,38909853,2-3 listing Hosts
PAS1261729020,66261597,Single-listing Hosts
VAU4390394650,79597154,Single-listing Hosts
OPE3689144888,77537752,Single-listing Hosts
PAS5572185515,11201405,Single-listing Hosts
BUT8010152569,20568127,Single-listing Hosts
VAU6460264029,86822769,Single-listing Hosts
VAU4595720453,42969633,Single-listing Hosts
PAN4268393153,58443098,2-3 listing Hosts
POP2416895804,99528514,2-3 listing Hosts
BUT4297263283,58443098,2-3 listing Hosts
POP6015670686,99528514,2-3 listing Hosts
VAU6645358080,87450029,Single-listing Hosts
MEN0745447496,28358866,Single-listing Hosts
BUT9961850637,48477370,Single-listing Hosts
BUT7462788360,80533756,Single-listing Hosts
TEM7144287529,96905061,Single-listing Hosts
OPE1031180279,16186848,Single-listing Hosts
REU1176232632,35430468,Single-listing Hosts
ELY6937409319,92114363,2-3 listing Hosts
TEM4291886457,24941463,2-3 listing Hosts
BUT7066123850,26152372,Single-listing Hosts
BUT9393223943,44091528,Single-listing Hosts
OBS5726163895,57608187,10+ listing Hosts
POP9543567487,28965872,Single-listing Hosts
PAS3280449347,32726349,Single-listing Hosts
POP7191707938,7487545,Single-listing Hosts
OPE0801971743,36460639,Single-listing Hosts
POP4388127358,12508261,Single-listing Hosts
MEN8158106428,71610699,Single-listing Hosts
POP2166609425,2029540,Single-listing Hosts
POP0691851782,31031253,10+ listing Hosts
OBS6088336276,34392136,10+ listing Hosts
HOT5844451441,5674161,Single-listing Hosts
OBS4357778598,14009108,Single-listing Hosts
BUT7261271480,13868272,Single-listing Hosts
REU1440690383,57923681,Single-listing Hosts
PAS3901128642,99417426,Single-listing Hosts
VAU4789837394,23363366,Single-listing Hosts
BOU4654540860,7072351,Single-listing Hosts
BUT4464826335,15363813,Single-listing Hosts
POP0295938544,17709428,Single-listing Hosts
BUT1073596850,64411595,Single-listing Hosts
BUT7726828866,11518118,Single-listing Hosts
GOB3281759515,876617,Single-listing Hosts
BOU0768830541,16556868,2-3 listing Hosts
MEN7033418495,48030814,Single-listing Hosts
PAS9687850384,56318270,Single-listing Hosts
OBS9620267322,2296404,Single-listing Hosts
BAT3976695197,25752578,Single-listing Hosts
